User,Date,Message
16엄순호,2020-11-30 2:10,ㅇ
손형도,2020-11-30 2:10,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:10,ㅇ
손형도,2020-11-30 2:13,ㅇㅇ
손형도,2020-11-30 2:19,ㅇㅇ
16엄순호,2020-11-30 2:19,반갑습니다(방긋) 앞서 문의주신 손님께 답변 중이니 잠시만 기다려주세요(방긋)
손형도,2020-11-30 2:19,ㅇㅇ
손형도,2020-11-30 2:20,ㅇㅇㅇ
손형도,2020-11-30 2:20,ㅇㅇㅇ
16엄순호,2020-11-30 2:21,ㅇㅇ
손형도,2020-11-30 2:21,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:21,ㅇㅇ
16엄순호,2020-11-30 2:21,ㅇㅇ
16엄순호,2020-11-30 2:21,ㅇㅇ
16엄순호,2020-11-30 2:22,ㅇㅇ
16엄순호,2020-11-30 2:23,ㅇㅇ
16엄순호,2020-11-30 2:23,ㅇㅇ
16엄순호,2020-11-30 2:23,ㅇㅇ
16엄순호,2020-11-30 2:24,ㅇㅇ
16엄순호,2020-11-30 2:24,ㅇㅇ
16엄순호,2020-11-30 2:24,ㅇㅇ
16엄순호,2020-11-30 2:27,ㅇㅇ
손형도,2020-11-30 2:27,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
손형도,2020-11-30 2:35,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:35,ㅇㅇ
손형도,2020-11-30 2:35,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:35,ㅇㅇ
16엄순호,2020-11-30 2:38,ㅇㅇ
16엄순호,2020-11-30 2:38,ㅇㅇ
16엄순호,2020-11-30 2:39,ㅇㅇ
손형도,2020-11-30 2:39,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:39,ㅇㅇ
16엄순호,2020-11-30 2:39,ㅇㅇ
16엄순호,2020-11-30 2:40,ㅇㅇ
16엄순호,2020-11-30 2:40,ㅇㅇ
16엄순호,2020-11-30 2:40,ㅇㅇ
16엄순호,2020-11-30 2:40,ㅇㅇ
손형도,2020-11-30 2:40,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:40,ㅇㅇ
16엄순호,2020-11-30 2:42,ㅇㅇ
16엄순호,2020-11-30 2:42,ㅇㅇ
손형도,2020-11-30 2:42,반갑습니다(방긋) 지금은 부재중이라 연락에 응해드릴 수가 없습니다. 제가 다시 연락드릴께요(눈물)
16엄순호,2020-11-30 2:43,ㅇㅇ
16엄순호,2020-11-30 3:27,ㅇㅇ
16엄순호,2020-11-30 3:27,ㅇㅇ
16엄순호,2020-11-30 3:28,안녕
손형도,2020-11-30 3:28,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:28,머해
16엄순호,2020-11-30 3:28,야야
16엄순호,2020-11-30 3:28,뭐함
16엄순호,2020-11-30 3:29,헤이
16엄순호,2020-11-30 3:29,야야
16엄순호,2020-11-30 3:29,뭐해
16엄순호,2020-11-30 3:31,머햐
16엄순호,2020-11-30 3:31,머햐
손형도,2020-11-30 3:31,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:31,형형
16엄순호,2020-11-30 3:31,머해
16엄순호,2020-11-30 3:32,뭐해
16엄순호,2020-11-30 3:32,뭐햐
16엄순호,2020-11-30 3:32,형
16엄순호,2020-11-30 3:33,뭐해
16엄순호,2020-11-30 3:33,뭐해
16엄순호,2020-11-30 3:34,뭐해
16엄순호,2020-11-30 3:36,뭐해
16엄순호,2020-11-30 3:36,뭐해
16엄순호,2020-11-30 3:37,뭐해
손형도,2020-11-30 3:37,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:42,뭫
16엄순호,2020-11-30 3:42,뭐해
손형도,2020-11-30 3:43,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
손형도,2020-11-30 3:51,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
손형도,2020-11-30 3:51,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:51,뭐해
16엄순호,2020-11-30 3:51,뭐야
손형도,2020-11-30 3:51,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:52,ㅇㅇ
16엄순호,2020-11-30 3:54,ㅇㄴㄹㄴㅇㄹㄴㅇㄹ
손형도,2020-11-30 3:54,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 3:54,ㅇㅇ
16엄순호,2020-11-30 3:54,ㅇㅇ
16엄순호,2020-11-30 3:54,ㄴㅇㄹㅇㄴㄹㄴㄹ
손형도,2020-11-30 3:54,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
손형도,2020-11-30 3:56,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
손형도,2020-11-30 3:59,뭐해
16엄순호,2020-11-30 3:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-11-30 3:59,ㅇㅇ
손형도,2020-11-30 4:01,파일: KakaoARS_original.zip
손형도,2020-11-30 4:03,ㅇㅇ
16엄순호,2020-11-30 4:03,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-11-30 4:03,ㅇㅇ
손형도,2020-11-30 4:03,ㅇㅇ
손형도,2020-11-30 4:03,ㅇㅇㅇ
손형도,2020-11-30 4:03,ㅇㅇㅇ
손형도,2020-11-30 4:03,ㅇㅇㅇㅇ
손형도,2020-11-30 4:04,ㅇㅇㅇ
16엄순호,2020-11-30 4:04,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-11-30 4:04,ㅇㅇ
손형도,2020-11-30 4:05,ㅇㅇ
16엄순호,2020-11-30 4:07,ㅇㅀㄹㅇㄶ
손형도,2020-11-30 4:07,지금 좀 바쁨. 전화나 문자 ㄱ(이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
16엄순호,2020-11-30 4:07,ㅗ오옥ㅇㄷㅈ
16엄순호,2020-11-30 4:44,뭐해
손형도,2020-11-30 4:44,지금 좀 바쁨. 평균 35분 안에 답장하는데 필요하면 전화나 문자 ㄱ (이 메시지는 카카오톡 자동응답 챗봇이 보낸 메시지입니다.)
손형도,2020-11-30 22:29,ㅇㅇ
손형도,2020-11-30 22:29,왜?
손형도,2020-11-30 22:29,뭐하고있어
16엄순호,2020-12-02 21:42,dd
손형도,2020-12-02 21:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 21:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 21:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 21:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 21:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 21:49,ㅇㅇ
16엄순호,2020-12-02 21:49,ㅇㅇ
손형도,2020-12-02 21:49,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 21:49,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 22:34,dd
손형도,2020-12-02 22:34,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 22:34,dd
손형도,2020-12-02 22:34,ㅇㅇ
16엄순호,2020-12-02 22:34,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 22:34,ㅇㅇ
손형도,2020-12-02 22:44,ㅇㅇㅇ
16엄순호,2020-12-02 22:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 22:44,ㅇㅇㅇ
손형도,2020-12-02 22:44,ㅇㅇㅇ
손형도,2020-12-02 22:44,ㅇㅇㅇ
16엄순호,2020-12-02 22:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 22:45,ㅇㅇㅇ
손형도,2020-12-02 22:45,"ControlClick, x285 y21, ahk_class #32770"
16엄순호,2020-12-02 22:47,ㅇㅇ
손형도,2020-12-02 22:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 22:47,ㅇㅇ
16엄순호,2020-12-02 22:59,ㅇㅇ
손형도,2020-12-02 22:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 22:59,ㅇㅇ
손형도,2020-12-02 22:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:00,ㅇㅇ
손형도,2020-12-02 23:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:00,ㅇㅇ
손형도,2020-12-02 23:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:05,ㅇㅇ
손형도,2020-12-02 23:05,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:05,ㅇㅇ
16엄순호,2020-12-02 23:05,ㅇㅇ
16엄순호,2020-12-02 23:08,ㅇㅇ
손형도,2020-12-02 23:08,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:09,ㅇㅇ
손형도,2020-12-02 23:09,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:12,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:15,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:57,ㅇㅇ
손형도,2020-12-02 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:57,ㅇㅇ
손형도,2020-12-02 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:58,ㅇㅇ
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:58,ㅇㅇ
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-02 23:59,ㅇㅇ
16엄순호,2020-12-02 23:59,ㅇㅇ
손형도,2020-12-02 23:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-02 23:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:00,ㅇㅇ
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:00,ㅇㅇ
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:00,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:01,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:07,ㅇ
손형도,2020-12-03 0:44,ㅇ
16엄순호,2020-12-03 0:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:44,ㅇ
손형도,2020-12-03 0:45,ㅇㅇ
16엄순호,2020-12-03 0:45,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 0:45,ㅇㅇ
손형도,2020-12-03 0:45,ㅇㅇ
16엄순호,2020-12-03 0:53,ㅇㅇ
손형도,2020-12-03 0:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:53,ㅇㅇ
손형도,2020-12-03 0:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:54,ㅇㅇ
손형도,2020-12-03 0:54,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:54,ㅇㅇ
16엄순호,2020-12-03 0:54,ㅇㅇ
손형도,2020-12-03 0:54,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:55,ㅇㅇ
손형도,2020-12-03 0:55,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:55,ㅇㅇ
손형도,2020-12-03 0:55,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:59,ㅇㅇ
손형도,2020-12-03 0:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 0:59,ㅇㅇ
손형도,2020-12-03 0:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:12,ㅇㅇ
손형도,2020-12-03 1:12,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:12,ㅇㅇ
손형도,2020-12-03 1:12,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:13,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:13,ㅇㅇ
손형도,2020-12-03 1:13,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:13,ㅇㅇ
손형도,2020-12-03 1:13,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:14,ㅇㅇ
손형도,2020-12-03 1:14,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:14,ㅇㅇ
손형도,2020-12-03 1:14,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:16,ㅇㅇ
손형도,2020-12-03 1:16,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:16,ㅇㅇ
손형도,2020-12-03 1:16,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:17,ㅇㅇ
16엄순호,2020-12-03 1:17,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:17,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:18,ㅇㅇ
손형도,2020-12-03 1:18,ㅇㅇ
손형도,2020-12-03 1:18,ㅇㅇ
16엄순호,2020-12-03 1:18,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:18,ㅇㅇ
16엄순호,2020-12-03 1:22,ㅇㅇ
손형도,2020-12-03 1:22,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:38,ㅇㅇ
손형도,2020-12-03 1:38,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:38,ㅇㅇ
손형도,2020-12-03 1:38,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:39,ㅇㅇ
손형도,2020-12-03 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:39,ㅇㅇ
손형도,2020-12-03 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:39,ㅇㅇ
손형도,2020-12-03 1:39,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:40,ㅇㅇ
손형도,2020-12-03 1:40,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:41,ㅇㅇ
16엄순호,2020-12-03 1:41,ㅇㅇ
16엄순호,2020-12-03 1:41,ㅇㅇ
16엄순호,2020-12-03 1:41,ㅇㅇ
16엄순호,2020-12-03 1:41,ㅓㄹ닐
16엄순호,2020-12-03 1:41,ㄹㄴ어리
손형도,2020-12-03 1:41,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:41,ㅏㅓㅣ러
16엄순호,2020-12-03 1:41,ㅇ리
손형도,2020-12-03 1:42,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:43,ㅇ
손형도,2020-12-03 1:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:43,ㅇ
손형도,2020-12-03 1:43,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:44,ㅇ
손형도,2020-12-03 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:44,ㅇ
16엄순호,2020-12-03 1:44,ㅇ
손형도,2020-12-03 1:44,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
16엄순호,2020-12-03 1:45,ㅇ
손형도,2020-12-03 1:45,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:45,스타벅스
손형도,2020-12-03 1:45,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:45,냠냠
16엄순호,2020-12-03 1:46,아아
16엄순호,2020-12-03 1:46,근데
16엄순호,2020-12-03 1:46,이따가 ㅕ
16엄순호,2020-12-03 1:46,연락 ㄱ
손형도,2020-12-03 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:46,ㄴ어렁ㄴ로
16엄순호,2020-12-03 1:46,ㄴ안랟
16엄순호,2020-12-03 1:46,ㄴㅇ라르
16엄순호,2020-12-03 1:46,낭리ㅏ
손형도,2020-12-03 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:46,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:47,러ㅑㄱㄺ
손형도,2020-12-03 1:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:47,ㅇㄴㅁ어ㅓ;
16엄순호,2020-12-03 1:47,ㅇ너ㅑ댤
16엄순호,2020-12-03 1:47,ㅇ멎어ㅣ
16엄순호,2020-12-03 1:47,ㅓㅑㅈ저;ㅁ
손형도,2020-12-03 1:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:47,ㅓㄷ
16엄순호,2020-12-03 1:47,ㄴ어ㅏㄹㄷ니
16엄순호,2020-12-03 1:47,널ㄷ;
16엄순호,2020-12-03 1:47,ㄴ댜ㅜ
16엄순호,2020-12-03 1:47,댜ㅓㄴ
16엄순호,2020-12-03 1:47,ㅓㅑㄷ
16엄순호,2020-12-03 1:47,잗재
손형도,2020-12-03 1:47,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:51,ㅇㅇ
손형도,2020-12-03 1:51,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:51,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:51,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:52,ㅇ
손형도,2020-12-03 1:52,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:52,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:52,러니ㅓㅇ
16엄순호,2020-12-03 1:52,런이ㅓ
16엄순호,2020-12-03 1:52,ㄴㄹ어
16엄순호,2020-12-03 1:52,너리ㅑㄴㄷ
16엄순호,2020-12-03 1:52,널ㄴㅇ
16엄순호,2020-12-03 1:52,ㄴ어라
16엄순호,2020-12-03 1:52,ㅇ닐
16엄순호,2020-12-03 1:52,러ㅣㄴ얼
손형도,2020-12-03 1:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:53,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:55,ㅇㅇ
손형도,2020-12-03 1:55,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:55,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:56,ㅇㅇ
손형도,2020-12-03 1:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:56,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:57,ㅇㅇ
손형도,2020-12-03 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:57,ㅇㅇ
손형도,2020-12-03 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:57,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:58,ㅇㅇ
손형도,2020-12-03 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:58,ㅇㅇ
손형도,2020-12-03 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:58,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:59,ㅇㅇ
손형도,2020-12-03 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
손형도,2020-12-03 1:59,죄송합니다. 현재는 공부 중입니다. 카톡에 응해드릴 수가 없습니다.
16엄순호,2020-12-03 1:59,ㅇㅇ
