comment,기숙사 간다고 딱히 뭘 더 하게된다거나 그런건 아니에요 허헣 그랴도 주말에는 집에가는거라면 나쁘진않을것같아요! 그리구 저도 고등학교 3년동안 기숙사 생활 해봤어서 익숙할줄알았는데 차원이달라요 ㅋ큐ㅠㅠㅠㅠ,2020.8.19 16:36
content,법대 새내긴데 일반 학생증 받으려면 어디로 가야하나요..?? 학과 사무실? 교학팀으로 가면 되나요??,
comment,교학팀 가면 됩니다 5시 이전에가세요,2020.8.19 14:23
comment,헉 감사합니다! 죄송한데 혹시 아침에 몇시쯤에 여는지 아시나요?,2020.8.19 14:23
comment,정확히는 모르지만 보통 9시 아닌가요 10시정도면 무조건 열었을거에요,2020.8.19 14:24
comment,정말 감사합니다 ㅠㅠ!!,2020.8.19 14:24
content,여러분들 학생회비 내야하는 돈인가요..?? 일학기에는 냈었는데 일학기도 비대면이였고 이학기도 비대면이면 뭐 안할 거 같애서요..,
comment,안 내도 돼요,2020.8.19 15:02
comment,감사합니다!,2020.8.19 15:35
comment,1학기때도 안냈는데 진짜 아무런 영향 없음,2020.8.19 15:07
comment,감사해요 ㅎㅎ,2020.8.19 15:35
comment,삭제된 댓글입니다.,
comment,1학기 때 환불 못 받은 거 같아요 .. 저도 이번에 안 내려고요 그냥 ..,2020.8.19 15:36
comment,학생회비는 각 단과대랑 나눠먹기 때문에 어딘가에서 복지사업이나 기획사업한번 하면 환불 힘들어요,2020.8.19 15:38
content,"수능특강 영어 맨 앞에 동국대 광고 있었던 거 기억나니... 경주캠인 줄 알았는데 서울캠이더라...""두 근 대 다, 동 국 대 다"" 이렇게 적혀있어서 오우 광고가 이게 뭐냐 했었는데 어느새 내가 동국대생이네...",
comment,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ오히려 난 여기만 가도 좋은데...광고 예쁘네 이랬는데...,2020.8.19 15:20
comment,나도ㅋㅋㅋㅋㅋㅋ별게 다 멋있어 보였어,2020.8.19 15:22
comment,헐 맞다 ㅋㅋㅋㅋㅋ 동국대 가고 싶어서 그거 애들한테 보여주면서 나 여기 꼭 간다 이랬었는데..,2020.8.19 15:36
comment,나 그거 잘라서 파일철에 넣어두고 다녔는데 현실은 동국사이버대,2020.8.19 15:48
comment,엥 있었나,2020.8.19 17:22
content,등록금 납부 25일부터 맞죠?,
content,원룸 120/38입니다 연락주세요https://open.kakao.com/o/slKSxnhc벌레없음! 방음 잘됨!에어컨 청소완비!인터넷 무료. 공과금 별도 (대략 15000원 나옵니다)01045859535 연락가능!혼자 살기에 넓습니다!쪽문 3분거리 입니다!1월부터 2월까지는 35만 받겠습니다!1월 말까지 사실분 구합니다2월 8일 까지 비워주시면 됩니다동대입구역 6분 충무로역13분 걸립니다원랜 1000/44입니다..토퍼 필요하시면 보내드릴게요!책상 전자레인지 사용가능!!!,
content,길냥이 경찰이나 소방서에 신고하면 잡아가줘?,
comment,이제 동물로 출동 안하는걸로 알고있음,2020.8.19 15:56
comment,동물로 부르는 거면 119말고 따로 번호 있을걸?,2020.8.19 17:16
comment,왜 잡아가야대?ㅠㅠ 아파??,2020.8.20 0:12
content,1학기 학생회비 냈는데 ㄹㅇ 혜택 1도 없는것 같은데 2학기도 내야하나.. 돈 아까워,
comment,내지 않아도 불이익 없는 듯 해요,2020.8.19 16:39
comment,대체 내면 무슨 이득을 받는 걸까..,2020.8.19 17:31
comment,내고싶은 사람들만 내는거지 뭐.,2020.8.19 17:30
comment,"나도 아깝다고는 생각을 하는데, 그 돈으로 학생회가 뭔가 자치활동과 학생복지 활동을 하는 거니까 괜찮다고 생각함. 예를들어 동대학생 할인 제휴 맺는거 라던지. 여러가지 혜택 주워 먹다 보면 본전은 건지는 느낌?",2020.8.19 19:52
content,광화문 코로나 터지기 시작하네.....후...,
content,경영 과잠 사고 싶어요 ... ㅜ ㅜ,
content,지방에서 이번에 올라가려고 그랬는데 그냥 가지말까...수도권 넘 심각해보임 가도 돌아다니지도 못할것같고ㅠㅠ,
comment,나 수도권사는데 진짜 심각하긴 해,2020.8.19 20:49
comment,헉 어떤지 물어봐도 될까.?,2020.8.19 20:50
comment,"우리 동네에서만 48??49?? 정도 나왔고 피시방, 헬스 이런 곳은 다 문 닫았고 이제 실내에서도 마스크 쓰고 있으라고 해",2020.8.19 20:51
comment,나도 원랜 올라가려햇는데 조금 잠잠해지면 가려구ㅜ,2020.8.19 20:52
comment,나도 안 갈거임ㅋㅋㅋㅋㅋ 가서 돈만 쓰고 방세 줄줄...,2020.8.19 22:22
comment,우리동네는 100명은 나온듯,2020.8.19 22:32
comment,방세 밥값 모아서 저축하세요.. 한학기 그돈이면 나중에 유럽갈수있어,2020.8.20 11:28
comment,집이 불편한 상황 아니면 집에서 수업 들으세요 완전 헬임 불안해서 돌아다니기 너무 힘들어요,2020.8.20 13:13
content,경영학과 친구 할사람 ~~!,
comment,삭제된 댓글입니다.,
comment,ㅋㅋㅋ엥 쪽지해봐여,2020.8.18 18:58
comment,저요!,2020.8.18 19:22
comment,쪽지하자,2020.8.18 19:23
comment,나’,2020.8.18 20:55
comment,쪽자해!,2020.8.18 23:02
comment,안농 !,2020.8.18 21:04
comment,웅 안넝,2020.8.18 23:02
comment,나더할랭,2020.8.18 23:03
comment,쪽지???,2020.8.18 23:03
comment,웅,2020.8.18 23:03
comment,해줘,2020.8.18 23:13
comment,삭제된 댓글입니다.,
comment,쪽지햇,2020.8.18 23:02
comment,나낭,2020.8.18 23:29
comment,쪽지해라 !,2020.8.18 23:33
comment,나나,2020.8.19 4:59
comment,쪽지해,2020.8.19 11:52
content,어차피 비대면일거 이론 수업은 녹강하고 강의 인원수 좀 늘려줬음 좋겠다 ㅠㅠ,
comment,ㅈㅂ...녹강좀요 교수님...,2020.8.19 0:01
content,아니 씨발 교회 생각 할수록 ㅈ같네,
content,교수님들 대면 비대면 여부좀 올려주세요...,
comment,그니까유ㅠㅠㅠ,2020.8.18 19:50
comment,제정신이면 대면 강행은 안 하시겠지 머,2020.8.18 20:08
content,개강 다가온다... ㅠㅠ 싫어요,
comment,2주도 안 남은 거 믿을 수 없어ㅠㅠㅠ,2020.8.18 22:15
comment,진짜 싸강이라도 싫네,2020.8.19 2:08
content,"코로나 ㄹㅇ 역겹다 진짜 나도 기독교인데 아무리 생각해도 몇몇 교회가 답이 없다,,,,, 이러니까 욕을 먹지 에휴",
comment,"우리 교회 진짜 외부인 출입금지, 좌석 거리 유지, 열체크 이거 사람 몇십명은 동원해서 빡세게 관리했는데...^^ 하...",2020.8.19 18:18
comment,ㅠㅠ,2020.8.20 19:13
content,통계학과 중에수업대면비대면 혼용이라 기숙사 올라가는 사람있나요..?올라가야될지 집에잇어도될지 모르겠어서요..ㅠㅠ,
comment,삭제된 댓글입니다.,
comment,혼용공지까지만..있고 다음공지가 없어서요 ㅜㅜ..,2020.8.18 22:07
comment,그리고 어제?메일답장받앗는데 대면을 하게 되면 와야한다는 답장을 받아서..잘모르깃네요,2020.8.18 22:08
comment,통계면 대통인가....,2020.8.18 22:50
comment,대통이랑 프로그래밍실습이요!,2020.8.18 22:56
comment,"갈려고요,,,",2020.8.18 23:59
comment,아ㅏ ㅜㅜㅜ저는 고민중이에요 ㅠㅠㅠ,2020.8.19 17:11
comment,"어떻게 될지 몰라서 일단 기숙사(지방운영) 신청했는데, 비대면이면 안가려고요..ㅎㅎ",2020.8.19 1:50
comment,비대면되면 취소하실건가요??!,2020.8.19 10:22
comment,"일부 수업이 대면이면 갈텐데, 전부 비대면으로 가능하면 취소하려고요.😊",2020.8.19 10:23
comment,네네 이번주 봐서는 비대면으로..되지 않을까요..??저도 공지뜨면 취소하려구요,2020.8.19 10:25
comment,전 올라감니다...ㅠㅠ,2020.8.19 17:10
comment,아ㅏㅏ저는 계속 고민중이에요ㅜㅜ,2020.8.19 17:12
comment,올라가기로 결정하셨나요??,2020.8.26 16:44
comment,네네 저는 올라갑니다!,2020.8.26 16:44
comment,앟 감사합니다! 저두 고민하고있었는데 가야겠네용,2020.8.26 16:47
comment,오오~네 나중에 볼수있었으면 좋겠어요 !,2020.8.26 16:49
content,보통 학생회하면 뭐하나용,
comment,학생회의 꽃은 축제지,2020.8.18 23:08
comment,행사준ㅂ,2020.8.18 23:11
content,원룸120/38 입니다https://open.kakao.com/o/slKSxnhc연락주세요,
content,나도 새내기해보고 싶었는데ㅠㅠㅠ대학로망도 있었는데....망할코로나....ㅠㅠㅠㅠㅠㅠ너무 슬퍼ㅠㅠ,
comment,이젠 하도 오래가니까 무덤덤해 ㅠ,2020.8.18 23:59
comment,올해도 4개월 밖에 안남았더라고..,2020.8.19 7:10
content,나만 친한 동기 없나.. 새내기 친해질 사람~!,
comment,나~!,2020.8.19 0:19
comment,쪽지해~!!,2020.8.19 0:21
comment,난나나나 !!,2020.8.19 0:19
comment,쪽지하잣,2020.8.19 0:22
comment,ㄱ ㄱ,2020.8.19 0:21
comment,나요나요,2020.8.19 0:23
comment,나도 ㅠㅠㅠㅠ,2020.8.19 0:24
comment,난나,2020.8.19 0:25
comment,낙돜,2020.8.19 0:49
comment,나도오,2020.8.19 2:17
comment,나,2020.8.19 2:26
comment,미투,2020.8.19 11:07
comment,미,2020.8.19 12:38
comment,나나,2020.8.19 13:02
comment,ㄱ,2020.8.19 18:38
content,실험 대면 수업 할 거 같아??,
comment,ㅇㅇ,2020.8.19 1:12
comment,오 우리동네는 하루에 2명씩 늘어나는 중이라 좀 쫄리는데 2주 후면 괜찮아지겠지?,2020.8.19 1:15
content,동기언니가 너무 좋고 재미있어 계속 같이 공부하고 싶은데그럴수가 없으니까 너무 아쉬워 ㅠㅠ,
comment,어떻게 아는 사이야....? 오티엠티도 없었고 우린 실습이나 실험도 없는과라 아는 사람이 없어서 궁금해😭,2020.8.19 9:34
comment,22 나두 궁금..,2020.8.19 9:43
content,기숙사 가는 살암~!~!~,
comment,갈까말까 개고민중ㅠ,2020.8.19 0:50
comment,가자~!~!~!=,2020.8.19 2:02
comment,대면 안하는데 가는거닝 가서 모할거야??,2020.8.19 2:13
comment,나 하나 있어 동아리하게! 음 그리고 그냥 서울 같이 올라온 친구들이랑 서울 탐방하면서 놀기..?,2020.8.19 2:16
comment,나,2020.8.19 0:54
comment,오 친해지자~!~!~!~’ㅜ,2020.8.19 2:02
comment,삭제된 댓글입니다.,
comment,올~~~ 쪽지해주,2020.8.19 3:02
comment,미 !!,2020.8.19 6:09
comment,냐냐,2020.8.19 9:42
content,새내기... 연애하고 싶은 사람 손,
comment,ㅎ....,2020.8.19 2:30
comment,👏🏻👏🏻,2020.8.19 2:31
comment,✋,2020.8.19 2:32
comment,ㄴ ㅏ...,2020.8.19 2:32
comment,지금 썸남이랑 연애하고싶다 진짜로ㅠㅠㅠ,2020.8.19 2:32
comment,와 부 럽 ㄷ r.. 썸남도 있니,2020.8.19 2:33
comment,이제 살짝 해탈의 경지...,2020.8.19 2:37
content,eas2 카니카 교수님 수강신청 하신 분 빨리 이클래스ㄱㄱㄱㄱ공지띄우셨어용 설문조사 있습니다,
comment,전 eas1 카니카여서..,2020.8.19 10:56
comment,저 eas1인데 메일 왔어요!,2020.8.19 11:11
comment,ㄱㅅㄱㅅ,2020.8.19 14:47
content,중앙동아리는 하나만 가입가능한가요?,
content,제임스서드리 교수님도 이클래스에 공지 올리셨어요! 확인해보세용,
content,불교대 학생회 지원할 신입생있어??,
comment,난 고민중!!!,2020.8.19 11:16
comment,나도 고민 중 ....,2020.8.19 13:05
comment,나!! 분위기 너무 좋을 것 같아... 초반에 이것저것 많이 질문했는데 다들 친절하셨어서 인상에 남음,2020.8.19 13:43
comment,활동할라나....ㅠㅠ,2020.8.19 13:50
comment,나는 지원할려구!,2020.8.19 13:51
comment,혹시 어디 지원할거야?,2020.8.19 14:52
comment,나는 그냥 다 지원해보려고..!,2020.8.19 14:53
content,밑글보고 궁금해져ㅛ는데 새내기 cc어떻게 만난겨??,
comment,삭제된 댓글입니다.,
comment,과 cc 하는겅가 ??,2020.8.19 12:22
comment,단과대 ??아마두.,2020.8.19 14:36
comment,아놔 난 우리과에서 교수님 이름밖에 모르는데,2020.8.19 13:19
content,빕스가 나아 아웃백이 나아?,
comment,아 둘다 맛있는데...기준이 머야 어떤 거 먹으로 가는데?,2020.8.17 19:36
comment,스테이크!!,2020.8.17 19:36
comment,갠적으로 스테이크는 빕스...근데 요즘 보면 아웃백이 더 괜찮아지긴한 것 같당,2020.8.17 19:37
comment,아웃백,2020.8.17 19:38
comment,삭제된 댓글입니다.,
comment,아 진짜? 추천 고마오!,2020.8.17 19:44
comment,아웃백,2020.8.17 19:50
comment,아웃백 토마호큰가? 대박이다,2020.8.17 20:26
comment,아웃백 요즘도 많이 가는데?! 아웃백이 나을 것 가트,2020.8.17 20:37
comment,엥 아웃백 많이 가 tgi는 가격대가 더 저렴해서 학생들끼리는 tgi 더 많이 갈듯,2020.8.17 22:37
comment,tgi와요 형,2020.8.18 15:04
content,나만 이클래스 안들어가져?,
comment,들어가지긴하는데 겁나느림.. 천천히 기다려바,2020.8.17 20:55
comment,나도ㅜㅜ 아침에도 안됐어...,2020.8.17 20:55
comment,좀 느리다,2020.8.17 20:59
comment,오늘부턴가 웹엑스랑 연동?작업해서 잘안되는것같아,2020.8.17 21:07
comment,그러쿤..... 윗댓보고 10분째 대기하고있는데 안들어가져서 포기함,2020.8.17 21:08
comment,미안해... 윗댓인데 나도 그때 들어가고있었거든 5분기다리니까 홈페이지뜨길래 되는줄알고 댓글썼는데 로그인이안되네.....미아냉..머쓱..,2020.8.17 21:13
content,우리과만 모임 없는건가 내가 모르는건가..,
comment,나도 모르는 것 같아서 혼자 불안... ㅎ,2020.8.17 21:43
comment,후자임 ㅜ,2020.8.17 21:43
comment,삭제된 댓글입니다.,
comment,컴공,2020.8.17 21:46
comment,나도 컴공인데 조용함. OT 수요조사만 했었음,2020.8.17 21:53
content,내일 건공 괜찮겠지??,
comment,왱? 오티 해?!,2020.8.17 22:50
comment,웅,2020.8.17 23:02
content,술을 마셨개,
comment,그만좀 마시개,2020.8.17 22:38
comment,개웃기네,2020.8.17 23:15
comment,깨수깡,2020.8.17 23:21
comment,적당히만 마시개,2020.8.18 2:02
content,나만 이래.?,
comment,개웃겨,2020.8.17 22:47
content,고민들어줄분 연애고민임,
comment,나!,2020.8.17 22:53
comment,나,2020.8.18 1:52
comment,ㄴ,2020.8.18 20:10
content,사범대 칭구들 혹시 기숙사 가는사람 있어??,
comment,나!,2020.8.18 2:37
comment,오오 대면 없는데 가는거지?? 가서 어떻게 지낼지 계획 있닝 난 맨날 방에만 있을까봐 걱정돼ㅠㅠ,2020.8.18 2:40
comment,나 대면 비대면 혼합이야! 계획은 아직 없다 ㅠㅠ 겨수님이 비대면으로 하신다고 하시면 난 그냥 본가에서 살라구 ㅠㅠㅠ,2020.8.18 2:59
comment,아 혼합이구낭 코로나 심해져서 어떻게 될지 모르겠네ㅠㅠ혹시 긱사오면 사대 새내기들 친해졌으면 좋겠다 답변고마워!,2020.8.18 3:12
comment,그러니까! 나두 기숙사 가면 너랑 친해지고 싶다 ㅠㅠㅠ 나두 답해줘서 고마워! 잘자,2020.8.18 3:20
content,"이,,,쉬이,,,,,불너므것덜,,,,,,,지이금이,,,,워떤상황인줄,,덜,,,,,알고있는기,,,,여,,,,,???교회,,,,좀,,,,작작나가여,,,,,내도,,,산,,,,안타는중인디,,,,,워째,,,,이넘새,,,끼덜은,,,,하나님읎음,,,,못산대야,,,,????내도,,,,동기들,,,만나고시프여,,,,!!!이너매새기들,,,,,,,한사랑,,,제일교횐지,,,,재일교폰지는,,,,모르겄지마는,,,,,,집에들,,,,,기어들어가서,,,!!!기도하란말여어,,!!이너매자식들,,,,!!",
comment,뭣이 중헌디... 뭣이 중헌디!!!!!!!!!!,2020.8.18 13:04
content,마담덕분에 연애... ㄱㅅ요 마더,
comment,ㅁㅊㅁㅊ,2020.8.18 5:07
